,Equal Weight,Eligible Universe Equal Weight,Partitioning Selection,Density Selection,SPY
2025-08-08,24822.347395331868,27350.764988511877,25168.933789025024,33766.85528649355,21540.951378656366
2025-08-15,25036.462006465248,27649.467820296824,25268.97132754967,34095.88122306055,21226.996545759062
2025-08-22,24652.775052887562,27123.794207493702,25154.206041154754,33412.28418872027,21673.545674655084
2025-08-29,24514.579963278135,27074.684319655295,24978.55566376737,33182.13327234001,21680.22784511144
2025-09-05,24642.616461641977,27057.81885722531,25127.83266205286,33115.57265377579,21964.455057869316
2025-09-12,24334.926996227707,26759.63615979407,24973.56489815264,32854.426920071164,22119.09309632045
2025-09-19,24088.512229223747,26502.411340041235,24839.220708720633,32775.30265445098,22039.418210089447
2025-09-26,24703.60477224286,27180.56027209989,25340.829947697206,32759.357693974584,22413.520821597915
2025-10-03,24515.290554362004,27073.15758990993,24847.828153618575,32094.668373621967,22478.497818401313
2025-10-10,24522.18793806127,27293.354105297036,24900.373792393355,32343.01714910352,22126.16275846274
2025-10-17,24696.262157492656,27393.655100174252,25122.993755568477,32697.094620792315,22498.593796794117
2025-10-24,23951.706851514242,26570.331732003866,24172.222664441004,31128.5173208804,22768.875431110377
2025-10-31,23519.314590406946,26060.136924520946,24168.672553616787,30979.839629453985,22450.031607367153
2025-11-07,23874.217690867223,26602.807148841606,24724.42089873082,31915.328920238553,22507.97192004408
2025-11-14,23422.933721992693,26215.467604784117,24141.737307030904,31230.089219652193,21854.5434533796
2025-11-21,23993.225454372554,26922.509502494428,24569.26660690146,31917.214356922286,22763.85040594918
2025-11-28,23910.926112194084,26930.32506928881,24614.664512236595,31969.755878946115,22921.598683517717
2025-12-05,24022.55616621566,27183.9074611075,24712.731219456582,32323.12967407997,23081.688400209765
2025-12-12,23937.988165194718,27210.231526559386,25066.14735672948,32829.80767888604,22656.337952110665
2025-12-19,24061.9773445666,27427.21906742689,25228.667015733445,32980.127042415195,23190.538524815136
2025-12-26,23932.915976715412,27264.357941372014,25065.624728543993,32591.069306169604,22906.358717955005
