Date,SPY
2016-01-08,-0.010985100602698337
2016-01-15,-0.02768109933244588
2016-01-22,0.012879504236611083
2016-01-29,0.013080900332278987
2016-02-05,-0.04668915676208975
2016-02-12,0.0492433201738459
2016-02-19,0.01780078586269444
2016-02-26,0.02145200252303094
2016-03-04,-0.001201938529832801
2016-03-11,0.025188496996924135
2016-03-18,-0.0022618106360112783
2016-03-25,0.01174610684053037
2016-04-01,-0.007668494220746534
2016-04-08,0.01971141061230199
2016-04-15,0.004604614599085373
2016-04-22,-0.007300427712145012
2016-04-29,-0.012026953040023648
2016-05-06,0.007727681946512295
2016-05-13,-0.011491454347085957
2016-05-20,0.024859988898831273
2016-05-27,0.007472126253174808
2016-06-03,0.00553174613206216
2016-06-10,-0.01764820385679717
2016-06-17,0.016828883340718442
2016-06-24,-0.006329113471027095
2016-07-01,0.00023889536402663873
2016-07-08,0.03096687921544477
2016-07-15,0.0006937630009264998
2016-07-22,0.0023091560177293147
2016-07-29,-0.001662061286856526
2016-08-05,0.010297543822810316
2016-08-12,0.000960131133080793
2016-08-19,-0.00531450574354283
2016-08-26,-0.0014251103821478464
2016-09-02,0.005138775742126796
2016-09-09,-0.014891951108301498
2016-09-16,0.013825487145313406
2016-09-23,-0.011577868588994561
2016-09-30,0.005110817374125663
2016-10-07,-0.012920358212340204
2016-10-14,0.004076198510719636
2016-10-21,-0.0033252606604930323
2016-10-28,-0.020808972354192573
2016-11-04,0.038247535905959404
2016-11-11,0.009497584410343889
2016-11-18,0.007778247666013226
2016-11-25,-0.005133366202054681
2016-12-02,0.025096090363830068
2016-12-09,0.007345369239225343
2016-12-16,-0.00044802005364001857
2016-12-23,-0.00458027983810979
2016-12-30,0.009096162829007487
2017-01-06,0.0005737408304968019
2017-01-13,-0.002740539003577127
2017-01-20,0.015025250717269407
2017-01-27,-0.0068256740093574405
2017-02-03,0.012348333775134078
2017-02-10,0.017708484871424596
2017-02-17,0.007301174613437648
2017-02-24,0.007710163981578598
2017-03-03,-0.005935210036422392
2017-03-10,0.006815967317115689
2017-03-17,-0.01449493582593831
2017-03-24,0.009610419510133484
2017-03-31,-0.0036035174766051938
2017-04-07,-0.01252300845121356
2017-04-14,0.01209812645937192
2017-04-21,0.01375734891999241
2017-04-28,0.0006704109404342137
2017-05-05,0.0025930711552305174
2017-05-12,-0.010962692456735975
2017-05-19,0.02085596691747455
2017-05-26,0.006596458757756797
2017-06-02,0.0017240820989771672
2017-06-09,-4.0744515933095496e-05
2017-06-16,0.001042334796796734
2017-06-23,-0.0061544823257121605
2017-06-30,-0.0033206130749592164
2017-07-07,0.015960482788280116
2017-07-14,0.010905034043553204
2017-07-21,0.0004045481783074433
2017-07-28,-0.0009712618067332027
2017-08-04,-0.013042315743520124
2017-08-11,-0.0027524202731705133
2017-08-18,0.0036952684635172613
2017-08-25,0.014243029900898133
2017-09-01,-0.0025083933412024424
2017-09-08,0.01295924139724649
2017-09-15,0.0021475155349710744
2017-09-22,0.0038421373596781378
2017-09-29,0.017069320027375455
2017-10-06,-7.861910822953742e-05
2017-10-13,0.004506012504783266
2017-10-20,-0.0006649588044704279
2017-10-27,0.007677192795798145
2017-11-03,0.0022492306673426096
2017-11-10,0.0017416025343032103
2017-11-17,0.004398285618094899
2017-11-24,0.02000929309647929
2017-12-01,-0.0035531943010259043
2017-12-08,0.006003052193345972
2017-12-15,0.012299728206694708
2017-12-22,0.0010831392123381448
2017-12-29,0.013865402201482203
2018-01-05,0.016468164422740836
2018-01-12,0.010877980189085309
2018-01-19,0.014793157840115388
2018-01-26,-0.0060898668485519095
2018-02-02,-0.08889214764746528
2018-02-09,0.05805744887425871
2018-02-16,-0.00967944397580316
2018-02-23,-0.010035478522881837
2018-03-02,0.023626072774514558
2018-03-09,0.003277848231268872
2018-03-16,-0.03807547149747111
2018-03-23,-0.0019743283349639377
2018-03-30,0.009418043934413657
2018-04-06,0.0010908615448035547
2018-04-13,0.01106953860905688
2018-04-20,-0.009641520250226403
2018-04-27,-0.013952928619498164
2018-05-04,0.03516768723997736
2018-05-11,-3.665782000174727e-05
2018-05-18,0.0028998947868119685
2018-05-25,-0.0068414396052412915
2018-06-01,0.02345512276030087
2018-06-08,0.004891024704218553
2018-06-15,-0.011759681415152238
2018-06-22,-0.012290554961090824
2018-06-29,0.00816164460390711
2018-07-06,0.022662414911879595
2018-07-13,0.0022525836492234023
2018-07-20,0.011857034924031607
2018-07-27,-0.003357709254626784
2018-08-03,0.009445507490420965
2018-08-10,-0.0035489549692429676
2018-08-17,0.006071624698505078
2018-08-24,0.01565766356089402
2018-08-31,-0.007398830468553983
2018-09-07,0.009222697864957424
2018-09-14,0.009411601588435254
2018-09-21,-0.005376413999445368
2018-09-28,-0.004309593036195846
2018-10-05,-0.06152071981784903
2018-10-12,0.015422082990760285
2018-10-19,-0.02313122289004773
2018-10-26,0.012620181493906497
2018-11-02,0.02523555813400649
2018-11-09,-0.027028467948869348
2018-11-16,-0.02973998535800852
2018-11-23,0.03325021049558323
2018-11-30,-0.01522621047298242
2018-12-07,-0.016703917523235242
2018-12-14,-0.07104892599269863
2018-12-21,0.009457351105273026
2018-12-28,-0.01568252882214093
2019-01-04,0.058336011451018646
2019-01-11,0.015637304746558695
2019-01-18,0.002241366089293519
2019-01-25,0.023919535929904805
2019-02-01,0.0007775060186651504
2019-02-08,0.015573650993583328
2019-02-15,0.011018928583337657
2019-02-22,0.004531306139073759
2019-03-01,-0.01325685027808785
2019-03-08,0.022116558590996014
2019-03-15,0.01701253049980711
2019-03-22,-0.014219052118312828
2019-03-29,0.022786634480699952
2019-04-05,0.003580422401434169
2019-04-12,0.00626047036546761
2019-04-19,0.006974937939967042
2019-04-26,-0.0029826707859028152
2019-05-03,-0.015644895833558638
2019-05-10,0.00362137591833491
2019-05-17,-0.019515170662565574
2019-05-24,-0.011083999534631593
2019-05-31,0.020467586938505616
2019-06-07,0.016644639880273464
2019-06-14,0.02145463458894058
2019-06-21,-0.009994076912423506
2019-06-28,0.024734427793610056
2019-07-05,0.001705054339393591
2019-07-12,-0.0016048361895087267
2019-07-19,0.003907792388258285
2019-07-26,-0.017349717114352656
2019-08-02,-0.00414621348901994
2019-08-09,-0.031026572231585076
2019-08-16,0.02672529781340988
2019-08-23,0.0007525724417216308
2019-08-30,0.01775124113722967
2019-09-06,0.011583855581365996
2019-09-13,-0.0006971291736517643
2019-09-20,-0.009036720329830276
2019-09-27,-0.022403960091670772
2019-10-04,0.009663518298382391
2019-10-11,0.020388414060220864
