Date,Equal Weight,Max Sharpe,Inverse Volatility,Minimum Variance,Risk Parity,Maximum Diversification,Hierarchical Risk Parity,Eligible Universe Equal Weight,Partitioning Selection,Density Selection,SPY
2016-01-01,-0.0035810385222817534,-0.0013954442692846172,-0.006443002923427143,-0.008368940475587672,-0.006217016775796446,-0.007303970632860811,-0.007002654281400455,-0.011055508562183625,-0.010875611032142962,-0.010875611032142962,-0.008800015698756948
2016-01-08,-0.046968582534236414,-0.023242405592978632,-0.043110902436694465,-0.04254668975019393,-0.046147003003164766,-0.05410854379150387,-0.045332293222457354,-0.046045477218306874,-0.04689045721562102,-0.04689045721562102,-0.05861591764312952
2016-01-15,-0.012422609044439259,-0.02695377690685341,-0.012963866253215328,0.0034370762874431637,-0.007773195374026987,0.009661605476190882,-0.008413672025882724,-0.006282086669372244,-0.00423682061078956,-0.00423682061078956,-0.021415152267032535
2016-01-22,0.034256009609125115,0.038912765806126126,0.028039174125571664,0.01849173781464697,0.02734283194381537,0.02328781230199861,0.026596680802161377,0.019002843201096464,0.01860724975123973,0.01860724975123973,0.01442935165733521
2016-01-29,0.026589197834676392,0.036794758677481054,0.032411863326917256,0.028262513851983417,0.02875401862469462,0.02388982438270637,0.0308517657727736,0.03711884263748377,0.03763192167799545,0.03763192167799545,0.016796317433717494
2016-02-05,-0.0407441717721303,-0.05542989351239158,-0.03904446300470055,-0.035332216436138264,-0.03848839003018678,-0.03329552584611317,-0.039156026875975636,-0.03565201940379259,-0.038943795955601934,-0.038943795955601934,-0.029785785673182984
2016-02-12,-0.01735405706439186,-0.008170432312654685,-0.008770918549297901,0.004119039087155274,-0.009656877021152921,-0.010532909186550476,-0.007696016418880736,0.004458718218545155,0.006099032170488794,0.006099032170489016,-0.0070228710357318905
2016-02-19,0.027472951900952003,0.014218313961352758,0.023984126783470838,0.015146198678875678,0.024761295791443372,0.02598025854828956,0.02378178015136334,0.025481803635734046,0.025852881172683695,0.025852881172683473,0.028773703431406134
2016-02-26,0.014408602688856798,0.04690149435286606,0.010830552282816264,0.015304967263950253,0.01313428231870617,0.016553953002644395,0.01603432196958887,0.017183144422437957,0.02269301386442879,0.02269301386442879,0.016093604460052084
2016-03-04,0.025875675593346914,0.010646094391881356,0.021847329702967322,0.01855228911559914,0.0234289734174411,0.02768268532181084,0.021465228937175285,0.015270971314331971,0.007745848646438791,0.007745848646438791,0.027372215032215753
2016-03-11,0.006434530873526301,-0.0018950619072908292,0.008298136118064514,0.009336798710824601,0.005983041050546367,0.0016759492864688585,0.00694592660578186,0.006640994258584998,0.004834345636192117,0.004834345636192117,0.01162482094143779
2016-03-18,0.010379351084442545,0.015002596225663023,0.007801821451615787,0.0026908594208554515,0.0066794519453654555,0.0010646905751918734,0.006245079379585183,-0.003411939448318302,-0.005621109048341788,-0.005621109048341788,0.013188696968558159
2016-03-25,0.000925739549616944,-0.002814159865542676,-0.001874474787378233,-0.0015051972524755541,0.000385400426287541,0.0056637313691401125,-0.0011556378571638826,-0.0015694138007746883,-0.0025957246288287328,-0.0025957246288287328,-0.006164908618405418
2016-04-01,0.020441819709464237,0.029852190171657078,0.02382311934805359,0.024104439359676322,0.022677589310014845,0.019126235551965243,0.024128991388921772,0.030209770067165742,0.029817765706821264,0.029817765706821264,0.018708118162862487
2016-04-08,-0.0038745139848352927,0.0025745089611157734,-0.0028367016196622075,6.165429779603215e-06,-0.003989605736023916,-0.007098965794709811,-0.00361020781928989,-0.01016412226858232,-0.013991526529321341,-0.013991526529321341,-0.011695322219197685
2016-04-15,0.004004014913067566,-0.011425112331619358,0.0018902800948694676,0.0026590034366347215,0.003150812898430999,0.005946356194005853,0.003927933672421391,-0.00645128049883803,-0.005603318568531024,-0.005603318568531024,0.0160393081434275
2016-04-22,-0.016104897144989527,-0.01338557600157475,-0.018527838993411816,-0.02292380304695185,-0.01829241278246785,-0.019033752111109692,-0.019477135026393033,-0.023392855775231536,-0.02441538724088954,-0.024415387240889652,0.0057270026202000494
2016-04-29,-0.0014522314714150442,0.012897774265031137,-0.0015332778966407057,-0.005918909196093947,-0.003553613340829598,-0.00958132659885802,-0.007599118763671364,0.006838982865013055,0.009187977404391034,0.009187977404391257,-0.012633301393848323
2016-05-06,0.012756024150235135,0.011649999394351074,0.013182987294382498,0.013821468585748953,0.012668779953803666,0.012348098238463168,0.012988175693784854,0.017603382883636165,0.01796340718924161,0.01796340718924161,-0.0029566266303051925
2016-05-13,0.008923983557918458,0.01420669677009756,0.006871271408083857,-5.84196411475002e-05,0.007566962169678559,0.007405041594208184,0.005681181221264264,0.009922064565887734,0.01382651749701469,0.01382651749701469,-0.004666607380373191
2016-05-20,-0.012637919239023243,-0.01837562407579163,-0.01724658292628467,-0.024239745036029325,-0.01557626387066513,-0.013819759428047362,-0.01684438549915057,-0.02093432674479656,-0.019647307826399896,-0.019647307826399896,0.0035654132054836127
2016-05-27,0.02323765625757379,0.02095294639626699,0.02256861474028793,0.010634902078186848,0.020887814826284767,0.01360256764754042,0.02031021821737733,0.019249472383129573,0.017701858553005323,0.017701858553005323,0.023115720910685564
2016-06-03,0.003210752688962204,0.0002018759990176644,0.0024712063389751293,-0.0008745098692115594,0.0017879296300828962,0.00023216493198985333,0.0006267970088613684,0.0019172033210828054,0.0008236967699519759,0.000823696769952198,0.00018970840063053593
2016-06-10,-0.00012774327499276428,0.007117561747951084,-0.00013524814296927978,0.003500064639299305,0.0004938642512868352,0.000964892579440324,0.0004659109688984753,0.0018080921652494641,-5.357597057997765e-06,-5.357597057997765e-06,-0.0009983705298214022
2016-06-17,-0.014332608308480488,-0.010284363145904418,-0.012821286516358832,-0.007949365442447509,-0.01343749681204287,-0.013733359115234656,-0.011813902031236112,-0.009802424949274857,-0.011994347458161303,-0.011994347458161525,-0.011786871151866326
2016-06-24,-0.01263867754452841,-0.007173317870367124,-0.010392529241710746,-0.018148042603847725,-0.012745969095534937,-0.01808906435001012,-0.01187047028999244,-0.010209578027097321,-0.0085291221026903,-0.008529122102690523,-0.015881882510499625
2016-07-01,0.03625827739891574,0.03905980290420774,0.0408445808056348,0.027915453915769328,0.036389227272042524,0.023670934811672817,0.03830599442294247,0.031170031675432197,0.0324483214211706,0.032448321421171045,0.03286734427662846
2016-07-08,0.01158432526534825,0.01292571949964505,0.011638559198141163,0.012048607272161282,0.012314884101654489,0.014776995944048243,0.012663878660645889,0.018982985502585814,0.01887894982629512,0.01887894982629512,0.013004894328833429
2016-07-15,0.034296448203691154,-0.0007187057070551228,0.021145652057346087,0.008691628429243758,0.023836179955274872,0.03150222391037194,0.01874000353702998,0.009935096761122253,0.00861533618918986,0.00861533618918986,0.01495417639445155
2016-07-22,0.007052535158474482,0.026757484733597847,0.010617590163162216,0.02904201237793047,0.013178296810074208,0.019991402437018913,0.018638446080740723,0.019607185574027186,0.02195408309608604,0.02195408309608604,0.006533131229412975
2016-07-29,-0.010403858274252276,-0.004031438199967208,-0.01039105462823664,-0.031370101929804606,-0.01349928554135138,-0.026383816077194422,-0.014292589812365919,-0.012969555673450928,-0.011519237126744852,-0.011519237126744852,-0.0005523075124210998
2016-08-05,-0.0001819212034370743,-0.003341433956479345,-0.003690726182187354,-0.006215368571387936,-0.0033801558335603277,-0.0030914066210762092,-0.003643365078040306,-0.0006452227297891744,0.00037432244945190263,0.00037432244945212467,0.004882017430814351
2016-08-12,0.005361394678049303,0.002243677042035319,0.006014321932768185,0.0013968093932592573,0.004672296645075624,0.002431941500043777,0.004725093100383715,0.0008556968736181947,-0.0011381129892994446,-0.0011381129892996666,0.0012832747266226646
2016-08-19,0.0024036615268514527,0.0005947596456774562,0.0015049558290740617,-0.005377804113060769,0.0013868228930704607,-0.0018852938314558587,0.0002474855330301118,-0.0056612019934744184,-0.005912470954628435,-0.005912470954628213,0.0003659574461105322
2016-08-26,-0.0022888216466298017,0.00047520900267361554,-0.002815920668331029,0.008411965347248307,0.0010638002929952428,0.011121260212303863,0.00107808984549429,0.004055972948085573,0.006507179617866399,0.006507179617866399,-0.0057197330791229455
2016-09-02,0.01325990951435485,0.013491086106375727,0.012655125257025501,0.009948510316216908,0.011944660264633145,0.011345742817372662,0.012032643622297723,0.008146651119836257,0.006877997108221345,0.006877997108221123,0.004970531958130515
