,Equal Weight,Max Sharpe,Inverse Volatility,Minimum Variance,Risk Parity,Maximum Diversification,Hierarchical Risk Parity,Eligible Universe Equal Weight,Partitioning Selection,Density Selection,SPY
2016-04-08,10383.142111779593,10720.235362492262,10390.23823375862,10499.93695415748,10378.877200348365,10391.64113056259,10407.719152581389,10380.985908299459,10264.301618573072,10264.301618573072,9993.909691844137
2016-04-15,10424.71636763966,10597.755469254389,10409.878694272846,10527.856322603033,10411.579100502453,10453.433530165197,10448.599983093918,10314.015256350533,10206.78746672072,10206.78746672072,10154.205088949213
2016-04-22,10256.827382773132,10455.89840797458,10217.00613788441,10286.517817757074,10221.126197878748,10254.46546764207,10245.09119038643,10072.740984995187,9957.584798235275,9957.584798235273,10212.358248099674
2016-04-29,10241.932095250999,10590.756225378735,10201.34062820335,10225.632852849769,10184.804267463664,10156.214084899882,10167.237525686041,10141.628287995283,10049.07486236377,10049.07486236377,10083.342448409478
2016-05-06,10372.578428403087,10714.138528990115,10335.824772090622,10366.966116094833,10313.83331160072,10281.62401415109,10299.291392990093,10320.15525381238,10229.590485991583,10229.590485991583,10053.529769604023
2016-05-13,10465.143147751376,10866.3510462243,10406.845029326052,10366.360481654541,10391.877698093973,10357.759867631888,10357.803533844277,10422.552500570691,10371.03009783344,10371.03009783344,10006.613893382388
2016-05-20,10332.885513825278,10666.675064323297,10227.362513526788,10115.082546627666,10230.01106895678,10214.61811804773,10183.33269819574,10204.36338100895,10167.267277024448,10167.267277024448,10042.29160670003
2016-05-27,10572.997555544414,10890.17333517246,10458.179917903835,10222.655459023827,10443.693645835992,10353.563151992266,10390.158407476249,10400.7919920991,10347.246804232935,10347.246804232935,10274.426416784228
2016-06-03,10606.94483587627,10892.371799793975,10484.024238411102,10213.71564593536,10462.366235152891,10355.966886277301,10396.67092768765,10420.732425048245,10355.769798003477,10355.76979800348,10276.375561787152
2016-06-10,10605.589870005266,10969.898928660648,10482.606293602013,10249.464310903555,10467.533223820305,10365.9592818788,10401.514850712887,10439.574069702136,10355.714315961675,10355.714315961677,10266.115931272885
2016-06-17,10453.584104518091,10857.080504404435,10348.205794873555,10167.98757350686,10326.875779495265,10223.599840486859,10278.632373290118,10337.240928381483,10231.504280278576,10231.504280278576,10145.110545560852
2016-06-24,10321.464625836481,10779.199214802175,10240.66176355109,9983.458501827463,10195.24973995639,10038.66448508354,10156.620173081223,10231.702060538268,10144.238530977882,10144.23853097788,9983.987091820223
2016-07-01,10695.703153403156,11200.232611597537,10658.93730045563,10262.151277555222,10566.246999838897,10276.289057706208,10545.679608787217,10550.62453785883,10473.402043404076,10473.40204340408,10312.134232820494
