Date,DEO,BUD,STZ,BF-B,PRNDY,MNST,CELH,KDP,PEP,KO,META,GOOGL,SNAP,TCEHY,MSFT,PM,BTI,MO,UVV,TPB,NTDOY,EA,TTWO,CCOEY,UBSFY,MCD,CMG,YUM,DPZ,QSR
2011-01-14,0.03115517948654133,0.02288084674483006,-0.008761420401797879,-0.005739782975809994,0.040933586876364454,0.020581103327340595,0.025315326364659184,0.003099285453784057,0.005857017173414715,0.0033319070674006366,,0.012477766621228657,,0.12043064157404783,-0.010544956074408696,0.004421184351268968,-0.0014638268638135763,-0.009474590154624239,-0.0028163965954189152,,0.029669125295106978,,0.03753368986757851,,0.028303824211225712,-0.00417721883979104,0.04631127635089878,-0.02942787974860932,0.03137297455969755,
2011-01-21,-0.012992710689388764,-0.03890968364616257,-0.0167014069375494,-0.0026606570282202806,0.024300953622446178,0.021603862864231445,-0.4700051044654969,-0.010462511801901754,-0.013720244500691368,-0.005718865250907147,,-0.01998441244345394,,-0.05860763611393258,-0.009943502150636292,0.0005295516150220543,-0.02439939821347554,-0.0029018576482511952,-0.022822459084324988,,-0.060245493265059465,,-0.06992523225349673,,0.022989556262993215,0.012746056156052477,-0.04912445670823871,0.008948227727848894,-0.028970316778655785,
2011-01-28,0.0,-0.011375082015166276,0.00734165342931521,-0.022752174723331894,0.002085607113044109,-0.009564352223183251,0.03922856721199591,-0.00971195842759479,-0.022569737474952487,-0.008961533583510818,,-0.017876079197374266,,0.054753971550778394,-0.009682362028671595,-0.0017654560365261216,0.0016363520320872118,-0.012531235165737634,-0.003416231937584058,,-0.024912343187287043,,0.021173448531084934,,0.0444517293838003,-0.023333671536961968,-0.018959650670311655,-0.039510870197820624,-0.018160175363551165,
2011-02-04,0.02745821055455286,0.00939835949596388,0.03187857151013414,0.016963482509010162,0.0031201721176323757,0.031414401390317884,0.03773650717973554,0.022702482999546983,-0.00873368079831946,0.005610583135661198,,0.016485933000000088,,0.04085291429822197,0.0007206270809470954,0.03591964116182453,0.050216754780411786,0.008788592242480653,-0.006602644089377325,,0.04606944856505156,,0.12908963703925866,,0.042559683953531616,0.010452996607469322,0.11555764152436358,0.06062516691745456,0.0091213842616383,
2011-02-11,-0.027458210554552963,0.0071698160945519625,0.018055490973318253,-0.0076206309414100035,-0.005205779230676442,-0.005992131308409992,0.20067065030711798,-0.04828488251109626,0.0004698298016885817,0.01601541468091618,,0.0218870259177504,,-0.054067130577067656,-0.018903111692314328,0.016062247487029082,0.010439815528557666,0.018166735775262285,0.08431411837931549,,0.04294192749785015,,0.11368271908878803,,-0.004175378102107758,0.02783326878907971,0.08711625817822566,0.009487717126318755,0.03157831477802553,
2011-02-18,0.01068944586226019,-0.019659978438058574,0.040423912277129104,0.01872261036977692,-0.048111795827716096,0.012298029288613125,0.058843383490243734,0.069659672022932,-0.007228331082222827,0.01529838013849438,,0.00889541597963583,,0.05109743145273098,-0.0011036728794763084,0.029907033980344687,0.030806563003133954,0.014219291400301254,0.015706248859293455,,0.04957477869389513,,0.028662459702632707,,0.0,-0.0001319295273159642,-0.032448744784706975,0.02774098550541161,0.005264841309711369,
2011-02-25,-0.0037216010426158377,0.005449637478054745,-0.029549121300522712,0.011999035693308372,0.014678192040373423,0.029760574162757694,-0.05884338349024363,0.0005495792649159982,0.002991895005105245,-0.0037248983908655343,,-0.032322176024743694,,-0.04058957993999762,-0.019026982108424812,0.013260877167945113,-0.0022405770653793687,0.0060327687730427244,-0.0004796640290722499,,0.0010452422232091261,,-0.002460082111813139,,-0.10582559149821734,-0.014304999885135797,-0.04637913421795729,-0.022929943950673017,-0.02063148302212869,
2011-03-04,0.01764498042106551,0.050169356988694014,-0.023378470744853056,-0.011115950132271554,0.009667093393785381,-0.048798727877628706,0.19236937976664753,0.02654486970291321,0.004473651542428108,0.01389761043528318,,-0.015562122399342048,,0.09273780036316988,-0.022857895206423777,0.019881130922082362,0.018396743726290247,0.015121493249214054,0.006217262306118026,,-0.08841318586379743,,-0.011768518598967336,,-0.033100004752283446,0.021134655980792203,0.026384259743466774,0.01901411023381637,0.031077825586097774,
2011-03-11,-0.02671367289126496,-0.017204182274779652,-0.026001717961077732,0.01931895070970019,-0.015621004919105399,-0.014520312536357428,0.0,0.001602643514937816,0.01952369588898127,0.0010720623209976503,,-0.040622836409715445,,-0.009572923547270054,-0.010459027536084136,0.00439996082334276,-0.013953117521484147,0.004210910688002636,-0.005737598277045847,,-0.014368051803588855,,-0.038747284621472984,,0.004796180541057795,0.009165051862964726,-0.008823084782930573,0.03109865367558984,0.030702176574783507,
2011-03-18,-0.02947445071349179,-0.03586808955653618,-0.05249047044904537,-0.03691002953716424,-0.04553810082247893,-0.0007223876335522634,0.16127275586046985,0.017664398042985287,-0.022050719495863607,-0.03309856103002719,,-0.027511649178487318,,-0.12627996196837457,-0.03486895164096546,-0.03283198972938689,-0.02125258355433368,-0.01002974969117894,0.009069382446473446,,-0.017518682007273984,,-0.024919267184640638,,-0.024214182724427193,-0.04997088362942457,-0.02382160307887634,-0.030510338520065437,-0.007869715116039544,
2011-03-25,0.015046058874660859,0.04320301603068181,0.05558466204600402,0.017295607664193087,0.047165133669363674,0.06539634357357912,-0.02151051222199117,0.0,0.011633637053815512,0.039404640120720306,,0.03275181493644048,,0.020404871601960473,0.03252961896964061,0.06384251675767909,0.023302004105531793,0.040305359738021976,0.022784809590502924,,0.011130758477701027,,0.035869462298828474,,0.004889876303224808,0.03049348874605812,0.039445052739059294,0.01633618367649359,0.02617812297279025,
2011-04-01,0.024887581415908855,0.023898637217823957,0.054120978070565526,0.014382101875023735,0.024097719188809666,0.03198137754964454,-0.021976649946253597,-0.009815671248231595,0.019195048548577332,0.03020481785816254,,0.020589035265924635,,-0.010350577960612999,-0.005479557491070017,-0.0029217032021114243,0.04845495617267192,0.006177493110726888,0.02974338147085813,,-0.03196490077258982,,-0.0365337086652727,,-0.024692536526148105,0.009786080022418325,0.06506421853245144,-0.008524162042652798,0.015275768338049193,
2011-04-08,0.02072271627238598,0.002883999598431026,0.04902292192138659,-0.006871746068875234,-0.007968104365187164,0.015937943336646134,-0.06899290696590589,-0.001333600344467069,0.007789639684893826,0.0007432461516772009,,-0.023318194790874477,,0.06318709125176097,0.02289135224518509,0.013765585610181508,0.009342825437710721,0.00995817997570304,0.005582052028698613,,-0.09952955566564668,,0.03332554184960188,,0.024692536526148015,0.0006573701383068573,-0.01752494266041935,-0.03605041772932762,-0.023002025554915,
2011-04-15,0.004195287551454206,0.041641643940002866,0.02295783816495782,0.03913007456946983,0.007438892006757958,0.020757529053544735,-0.154150706436475,0.022436822518563753,0.02077749237094352,0.010940629463788,,-0.08565377779336496,,-0.027419934974521165,-0.027217727193348088,0.011028034639663854,0.018428453806120633,0.028922249410899173,-0.022683954232442467,,0.03717417031585449,,0.0,,0.0,0.017468785919977584,0.057342049812292385,0.03561525880422858,0.0005539886200209076,
