date,close
2011-01-03,43.04999923706055
2011-01-04,43.0
2011-01-05,43.07500076293945
2011-01-06,44.005001068115234
2011-01-07,43.685001373291016
2011-01-10,43.59000015258789
2011-01-11,44.025001525878906
2011-01-12,44.20500183105469
2011-01-13,44.0099983215332
2011-01-14,43.17499923706055
2011-01-17,42.849998474121094
2011-01-18,42.93000030517578
2011-01-19,42.150001525878906
2011-01-20,41.09000015258789
2011-01-21,41.02000045776367
2011-01-24,41.35499954223633
2011-01-25,41.849998474121094
2011-01-26,41.915000915527344
2011-01-27,41.220001220703125
2011-01-28,40.404998779296875
2011-01-31,40.415000915527344
2011-02-01,40.36000061035156
2011-02-02,40.80500030517578
2011-02-03,41.060001373291016
2011-02-04,40.584999084472656
2011-02-07,41.54999923706055
2011-02-08,41.369998931884766
2011-02-09,40.95000076293945
2011-02-10,40.900001525878906
2011-02-11,41.2599983215332
2011-02-14,40.69499969482422
2011-02-15,40.7400016784668
2011-02-16,40.439998626708984
2011-02-17,40.22999954223633
2011-02-18,40.040000915527344
2011-02-21,39.82500076293945
2011-02-22,40.040000915527344
2011-02-23,40.09000015258789
2011-02-24,39.994998931884766
2011-02-25,40.01499938964844
2011-02-28,40.415000915527344
2011-03-01,41.119998931884766
2011-03-02,40.16999816894531
2011-03-03,41.11000061035156
2011-03-04,41.5
2011-03-07,41.0099983215332
2011-03-08,41.06999969482422
2011-03-09,41.42499923706055
2011-03-10,41.375
2011-03-11,41.06999969482422
2011-03-14,40.369998931884766
2011-03-15,39.119998931884766
2011-03-16,38.849998474121094
2011-03-17,39.43000030517578
2011-03-18,38.91999816894531
2011-03-21,39.71500015258789
2011-03-22,39.47999954223633
2011-03-23,39.939998626708984
2011-03-24,40.54499053955078
2011-03-25,40.81999969482422
2011-03-28,40.28499984741211
2011-03-29,40.400001525878906
2011-03-30,40.70000076293945
2011-03-31,40.19499969482422
2011-04-01,41.55500030517578
2011-04-04,41.849998474121094
2011-04-05,41.93000030517578
2011-04-06,41.849998474121094
2011-04-07,41.25
2011-04-08,40.935001373291016
2011-04-11,41.27000045776367
2011-04-12,40.93000030517578
2011-04-13,41.56999969482422
2011-04-14,41.6150016784668
2011-04-15,42.560001373291016
2011-04-18,42.29999923706055
2011-04-19,43.13999938964844
2011-04-20,42.880001068115234
2011-04-21,42.880001068115234
2011-04-26,43.665000915527344
2011-04-27,42.81999969482422
2011-04-28,43.0099983215332
2011-04-29,43.04999923706055
2011-05-02,43.04499053955078
2011-05-03,42.86000061035156
2011-05-04,41.45000076293945
2011-05-05,40.70000076293945
2011-05-06,41.290000915527344
2011-05-09,41.130001068115234
2011-05-10,41.19499969482422
2011-05-11,40.88999938964844
2011-05-12,41.38999938964844
2011-05-13,42.0
2011-05-16,42.13499069213867
2011-05-17,42.22499084472656
2011-05-18,42.07500076293945
2011-05-19,42.14500045776367
2011-05-20,42.56999969482422
2011-05-23,41.619998931884766
2011-05-24,41.54499053955078
2011-05-25,41.63499069213867
2011-05-26,41.04999923706055
2011-05-27,41.025001525878906
2011-05-30,41.22999954223633
2011-05-31,41.91999816894531
2011-06-01,41.75
2011-06-02,40.97499084472656
2011-06-03,40.630001068115234
2011-06-06,40.38499069213867
2011-06-07,40.33000183105469
2011-06-08,40.13499069213867
2011-06-09,40.41999816894531
2011-06-10,39.720001220703125
2011-06-13,39.94499969482422
2011-06-14,40.125
2011-06-15,39.69499969482422
2011-06-16,39.66999816894531
2011-06-17,40.0
2011-06-20,39.834999084472656
2011-06-21,40.10499954223633
2011-06-22,39.42499923706055
