,Equal Weight,Eligible Universe Equal Weight,Partitioning Selection,Density Selection,SPY
2025-08-01,18675.401499546333,19514.44001588326,20025.812747945864,20264.353735295736,21116.777833496988
2025-08-08,19073.217654336753,19903.440383668723,20763.077310615256,20832.35025070858,21540.951378656366
2025-08-15,19133.74752696636,19990.869635322928,20925.773989964186,21035.341719531345,21226.996545759062
2025-08-22,18870.774444713727,19643.413121302794,20523.464120032142,20613.598778742347,21673.545674655084
2025-08-29,18735.2490372625,19575.829585946696,20403.637379231357,20471.60792825077,21680.22784511144
2025-09-05,18899.95712503298,19639.791780958803,20398.003842729893,20430.54357366196,21964.455057869316
2025-09-12,18706.46476938938,19480.2054174269,20232.919131646275,20269.430572618323,22119.09309632045
2025-09-19,18576.781015473844,19370.39648151244,20105.842131497753,20220.615117322166,22039.418210089447
2025-09-26,18929.01676962547,19709.389401772576,20334.09775181237,20210.777926427138,22413.520821597915
2025-10-03,18661.717285704668,19479.51002319116,19961.968183197827,19800.70003756226,22478.497818401313
2025-10-10,18666.715377280394,19651.333693909786,20152.159445274545,19953.91799734176,22126.16275846274
2025-10-17,18858.43649668887,19793.568077224143,20352.02073437533,20172.364928319566,22498.593796794117
2025-10-24,18288.872847049173,19197.52789242505,19605.76156181198,19204.636324935334,22768.875431110377
2025-10-31,18254.829625324626,19207.093963817166,19484.866502251483,19112.91011247099,22450.031607367153
2025-11-07,18566.923902682265,19661.096331412326,20013.3502176804,19690.05715195874,22507.97192004408
2025-11-14,18299.98533541628,19487.867151765327,19693.598329135606,19267.300773634823,21854.5434533796
2025-11-21,18732.516121772514,19999.534535595623,19945.578287852484,19691.22036591627,22763.85040594918
2025-11-28,18625.490870600286,19954.567730275696,19984.839787235287,19723.635685027828,22921.598683517717
2025-12-05,18689.347074054145,20118.322524913892,20249.607050753642,19941.6484850707,23081.688400209765
2025-12-12,18668.556459864438,20200.926743161803,20502.381995401895,20254.241812784938,22656.337952110665
2025-12-19,18705.238942023345,20288.157288478993,20545.890740587885,20346.980849450738,23190.538524815136
2025-12-26,18578.23206159406,20132.74912020516,20346.17054312258,20106.95295936593,22906.358717955005
