,Equal Weight,Max Sharpe,Inverse Volatility,Minimum Variance,Risk Parity,Maximum Diversification,Hierarchical Risk Parity,SPY
2023-06-23,18426.812723700605,16907.73281674719,16031.975566925117,12163.06827046694,15848.4361075101,16733.010237618495,13955.365171361258,14253.242717990413
2023-06-30,18527.50154042451,17022.78947057831,16112.058879665965,12316.643015385875,15964.618627853784,16952.03104377426,14030.193262034769,14303.669195874427
2023-07-07,19048.414027239724,17325.17658379691,16537.95693720861,12630.195182784835,16400.644351021663,17470.851542715816,14402.138559474497,14625.75104854638
2023-07-14,19177.724076413244,17359.272754652855,16634.387341491005,12775.652277392082,16536.24146789103,17726.134397465117,14491.042508038487,14710.987883258707
2023-07-21,19310.3716100261,17746.15681687949,16740.35283911951,12894.435929309302,16670.32953371494,18036.17882716767,14606.484033096747,14721.07297272291
2023-07-28,18885.407148336035,17205.510801815475,16436.611983775845,12619.664869891727,16289.834829796842,17452.04076935597,14352.62275786423,14602.325321118333
2023-08-04,18863.279866024754,17866.837336140277,16344.032522255542,12456.89197140396,16212.19536243208,17369.448368692498,14240.905311479111,14507.002366378805
2023-08-11,18344.81128164055,17529.113809507286,15909.326307964724,12196.382566040342,15784.186716482525,16949.58039909978,13889.588603636917,14194.030690578258
2023-08-18,18353.84362219774,17837.25381291444,15917.379633258795,12100.992000305296,15756.763440083234,16811.387636717198,13884.951914695974,14213.55161482013
2023-08-25,18653.794685024386,18562.85090251533,16123.884761871359,12187.5593927207,15962.063326798767,17022.72233761789,14039.258320949211,14651.451228503287
2023-09-01,18620.711111505363,18838.285329603877,16013.499107116197,12135.723078682297,15911.45718546722,17085.512464336203,13934.170320976316,14472.517667456752
2023-09-08,18749.58343933298,18634.145840174064,16188.095463424663,12191.762881783661,16009.752751736354,17001.852365228664,14088.383079208892,14651.775855846556
2023-09-15,17951.272580802182,16912.973960248528,15562.101717543843,11803.053630723745,15399.809921605116,16388.970065357185,13564.928202322002,14084.123208340527
2023-09-22,17736.316187202254,16893.5215281538,15325.865315321476,11555.90088357968,15176.58105008486,16200.481762337986,13334.450850832773,13990.421329191351
2023-09-29,17439.368922411813,16288.5694481472,15079.35712366205,11258.12185713815,14935.525371916185,15883.54461830881,13109.714012083448,13859.176040152439
2023-10-06,17444.736765360696,16515.409313579385,15048.178210272155,11116.829864584593,14896.617662527604,15737.850618647433,13051.630057751954,14158.233054401211
2023-10-13,17489.208231382894,16694.14282453619,15116.20759668274,11114.737888672482,14900.670662876664,15586.297154869859,13095.751501266219,13922.185692199333
2023-10-20,17121.226441231036,16154.870302068724,14822.72888442431,11111.844144045734,14648.774678542064,15475.221759342765,12890.919638093665,13469.027562819569
2023-10-27,17740.225128833292,16550.52852175178,15388.667750929799,11366.504197154547,15129.463250964225,15713.502007329887,13357.590809372452,14063.555232096242
2023-11-03,18350.995107550145,17208.05004672045,15821.963690341867,11767.645254607829,15651.976375922492,16531.841902769334,13751.425197818813,14164.109324595865
2023-11-10,18567.20147962263,16796.798913779952,16027.766923918589,11905.647021423649,15871.460666587374,16846.888698591818,13940.09323768387,14699.214731609509
2023-11-17,18921.10337547272,17345.11282671843,16291.250569844473,12099.394990523946,16162.43223590311,17216.367056614265,14158.435576998683,14855.598543773327
2023-11-24,18738.279006512927,16874.39683902902,16154.16567987103,12168.063399574135,16068.82631192628,17259.089069658236,14068.803253992432,14900.654757892988
2023-12-01,18806.50585596672,17124.683685803884,16153.17435515799,12363.862594225233,16149.379574004728,17625.710507641354,14073.439078490846,14960.400616936293
2023-12-08,19141.583899163183,16816.484514091964,16433.13766705287,12595.684071004225,16453.915965297972,18009.899067351464,14310.51027626028,15410.292892186479
2023-12-15,19372.326260285965,16931.464616761743,16560.82144523651,12687.725621521919,16639.420600248275,18354.349196534422,14396.025556297569,15495.39266202054
2023-12-22,19633.733173082674,17504.08525558285,16762.47243283148,12865.545318298726,16857.665584733066,18665.49722752317,14567.30437528099,15626.186564467858
2023-12-29,19461.269004715417,17536.553642071685,16600.427430462998,12784.104935481728,16720.894319418177,18548.209194724754,14426.815195475407,15317.721540642271
2024-01-05,19726.98398317336,18373.797553095807,16806.26101868115,12813.701741093197,16907.983204641536,18637.30226934215,14598.482801147084,15615.042056245306
2024-01-12,19494.7961138849,18492.46763136642,16615.364621508827,12721.474079742395,16709.46335646108,18386.41711365805,14440.222946916465,15619.63012269683
2024-01-19,19548.63294283114,18322.756405904838,16680.96767457252,12743.573452766017,16758.85741698525,18394.652307095435,14487.553685097257,15997.91785052597
2024-01-26,19773.626508887082,18304.77177754391,16918.313341296103,13025.113555202319,16995.116011210146,18655.514685481583,14697.647246171906,16036.271282929383
2024-02-02,20062.68047270784,18991.17488721312,17059.55078271305,12944.347295678526,17130.39967692411,18644.388035835666,14755.931628279835,16335.231424256674
2024-02-09,19893.493301397015,19111.16442856107,16977.99929436949,12609.05994903055,16917.591025590853,18083.116780333825,14720.057299089056,16456.19066404745
2024-02-16,19863.260240210475,19215.59756540731,16977.60463808721,12584.980154072251,16885.381488112245,17912.460183512063,14683.330772873895,16636.156849214476
2024-02-23,19950.44187841686,20359.767059040692,16966.03255201258,12441.46545289323,16876.188456796546,17957.081384565827,14660.60829350712,16655.16764477407
2024-03-01,20135.992080263288,21166.755756601404,17020.545205475144,12523.213949036573,17014.057374682496,18312.869764957675,14697.439545688856,16875.78335669626
2024-03-08,20316.099437879762,21465.253139285844,17148.718371013816,12584.516493022882,17155.697437630984,18471.30839388968,14794.560441764299,16880.37142314779
2024-03-15,20418.01889220082,21539.031998049057,17259.65949985486,12788.2533585046,17257.37598284572,18603.879302959765,14911.48431932884,17171.217942019353
2024-03-22,20415.239539295937,20421.825566017545,17318.765265516635,12943.721548399299,17316.547462584585,18654.821470169565,14989.10513233173,17199.825340183757
2024-03-29,20017.46765127211,19957.99147213269,16949.155756748907,12652.086938616998,16971.980961692298,18358.537655705946,14652.59265850116,16871.001544401766
2024-04-05,20063.882350435568,20058.18469271674,16978.394682452294,12560.218986649861,16960.993462500293,18233.24018323028,14676.42902288675,17033.11322568903
2024-04-12,19600.893713141006,18892.443247039464,16672.60070026654,12474.76421034107,16642.851207648775,17874.188048395896,14441.943085097855,16425.44175598047
2024-04-19,19954.47608924465,19184.266809511642,16980.555066525587,12834.72607519387,16972.183550438116,18397.241268604783,14735.478114048632,16555.987292746115
2024-04-26,20291.133564223084,19514.146545209795,17158.64249182446,13023.35240963562,17253.099946065147,18969.25912864031,14896.497039099742,16606.625036044006
2024-05-03,20962.708842800723,20536.68215533524,17634.59685624072,13355.626302929044,17806.50089549429,19708.269039045037,15259.89372630911,17104.46528517643
2024-05-10,21338.880898850035,21485.02610588614,17919.092025063685,13651.907166596879,18122.4713093699,20091.066740704115,15532.429603634911,17384.624865795005
2024-05-17,20867.703259577684,21237.451568452034,17494.156508540393,13256.096848665888,17697.274970627237,19569.11234394568,15131.316972376339,17294.858706721836
2024-05-24,20563.275907882296,20356.411511350503,17275.1173339281,13112.182083458161,17483.944489015226,19414.12093758828,14987.69000201387,17184.69873655045
2024-05-31,21103.060145953055,20657.321334017368,17767.07721457296,13450.420378756527,17951.902398512804,19833.25202897661,15425.214358654232,17580.93474949185
2024-06-07,20570.214643738524,19750.749972948124,17346.91311617054,13075.366578867124,17518.347841233328,19306.41058313369,15059.959406079868,17837.09148740546
2024-06-14,20580.439982165637,19799.083016052413,17371.932416009353,13128.518216748293,17534.79295118518,19301.446101161608,15091.651002300976,17986.702439569406
2024-06-21,20610.63154338564,19766.307787063604,17420.323310721065,13159.699824741565,17594.340676918295,19368.905500422396,15146.462706270839,18023.94492506475
2024-06-28,20547.214546244562,19900.01931858226,17334.61851810569,13065.025963517,17534.66609401511,19317.82830743324,15059.112291447722,18191.860737137053
2024-07-05,20843.291422383027,20178.3376415715,17569.285979919816,13174.650542928359,17787.858801812807,19647.648249117978,15270.364698805402,18357.459843597713
2024-07-12,20537.334260721196,19557.147358368024,17396.656152705287,13254.71995231386,17648.21676980253,19615.850225829217,15141.533286736158,18231.4446617559
2024-07-19,20188.969796960333,18592.497991536813,17204.078081822387,13248.540776205933,17434.653896753178,19352.836252639943,15004.311253708214,17761.35541293945
2024-07-26,20510.170384822966,18858.22623957065,17495.492299764013,13421.895637070202,17714.600370476095,19564.63445504505,15269.65386401776,17913.105813879985
2024-08-02,20114.372711945547,18045.271152718724,17261.345478300613,13261.158243439017,17389.999618768874,19053.310194169164,15089.571545842413,17505.36768735694
2024-08-09,20434.01600643967,18641.33336387367,17537.992438472364,13458.830723728453,17650.563422656545,19306.479289354633,15333.386976284546,18244.971831621744
2024-08-16,20675.628238366928,18989.081228116695,17747.625120597317,13763.32422702433,17907.52125166805,19701.450056824724,15515.963194418395,18348.88555948345
2024-08-23,20761.305277325715,18817.262318893878,17842.571570261298,13816.662438709393,17997.202512160875,19766.55138067491,15589.539008714604,18419.14728332266
2024-08-30,20653.298861724717,18618.83896581529,17803.325521437357,13915.72235253143,17965.849140539147,19760.695362301274,15581.954344898084,18130.830796602597
2024-09-06,20711.713492689574,19298.93312356608,17886.33365594997,13930.232071123588,18001.21188586288,19586.61085671523,15613.515745156501,18443.561320662433
2024-09-13,20907.995656341845,19481.8969292934,18000.363002195132,13967.591170983733,18126.935385320183,19807.33555021162,15706.599490607246,18835.791535244196
2024-09-20,21315.80836041716,19736.80616447854,18338.850243577603,14294.760846129677,18516.986941525414,20311.22036860994,16025.565092562756,18937.246339801015
2024-09-27,21031.558062828393,19049.788188163988,18061.66007041761,14071.835581160485,18256.154013048967,20090.605302606447,15770.883721826936,18789.003975293774
2024-10-04,20961.354856569767,19100.174835698268,17967.236299259723,13983.43460152266,18162.73325599241,19995.973989196627,15679.069627110175,19063.978793487004
2024-10-11,21115.539348358885,19078.550591273804,18131.409010446558,14133.642188632464,18323.799348927158,20141.79971040278,15824.664382541725,19269.80077362311
2024-10-18,21045.317335866457,18952.213473175852,18054.319773769283,13891.22547606372,18240.30496206764,19995.118847992595,15739.555130670184,19166.892875244044
2024-10-25,20707.736914787863,18235.76893334611,17724.248304845863,13618.547031621583,17981.148138916604,19826.85118546591,15502.241399304708,18816.140760065024
2024-11-01,21178.702727749776,18839.840102646005,18022.372520231944,13900.321483332938,18373.869135321365,20431.684404598775,15773.427950247395,19708.567090784647
2024-11-08,21249.456219218413,19478.300252593854,18083.29109157538,14000.958139908162,18490.515253666,20709.97643040864,15825.013569785262,19633.78737877754
2024-11-15,21339.510850807532,19569.208483310904,18097.5182342801,14139.820407621251,18642.087437064885,21227.899515035726,15842.34352554669,19644.375382983057
2024-11-22,21690.46224625083,20051.362860901678,18393.03071110182,14450.64249285906,18985.62201942855,21707.85351902649,16124.324935468849,19815.11905991228
2024-11-29,22026.61429055546,20591.2239985497,18658.878042242577,14594.773406714003,19254.081739731886,21964.262647476524,16349.527455766123,20074.21084123423
2024-12-06,22289.808715189953,21051.439467593253,18830.109667453904,14703.791014340177,19445.255689543515,22193.8376397441,16458.557384484124,19997.108240237514
2024-12-13,21280.226096575774,19877.175706801947,18027.14211162464,14139.343769260937,18585.368113318775,21119.030400360836,15789.468426980333,19393.886741539216
2024-12-20,21383.776916134775,19797.74155917942,18124.053255444695,14163.144653252959,18648.948371184615,21078.706976984875,15876.658762949133,19965.144298400013
2024-12-27,21158.522836669617,19510.965168811337,17925.395917727557,14074.484070827764,18477.533440220763,20976.97078816483,15723.624923617313,19410.684918349612
2025-01-03,20913.352589020527,19652.102143113876,17668.09148095893,13821.076834585438,18235.531945057108,20684.177605824363,15462.76297516761,19571.70832511468
2025-01-10,20523.440000704497,19198.597353560057,17339.02383635474,13748.30569125208,17929.61700295538,20450.947642279953,15249.61474129122,19643.0933626179
2025-01-17,20447.549968948577,19327.53668114119,17363.661535706928,13841.474277552721,17913.548020282007,20376.485966162007,15255.856786065984,20244.3650361306
2025-01-24,21064.808793961816,19542.268826902826,17872.11774817915,14323.200999557199,18460.6899654991,21069.061861064776,15744.94414292038,20087.987407344746
2025-01-31,21200.370016824065,19982.77085886346,17961.575494271787,14349.620739090138,18644.137700671927,21467.68188257843,15807.028615537167,20130.485764112054
2025-02-07,21572.61195323864,20081.87046422865,18280.262731852446,14746.013227725849,18985.10190024248,22006.194665313298,16138.65799630406,20243.70135356214
2025-02-14,21822.417376194888,20474.319940251524,18454.89118378298,14998.909665992016,19208.614518672104,22443.240638051782,16341.70593804652,20265.283403793015
2025-02-21,21864.63670247387,19879.008473654714,18537.535873146055,15031.809012909898,19244.887588619204,22413.97747299103,16401.65445313433,19424.298655506995
2025-02-28,22404.95320488541,19888.40913219348,19005.985407462053,15258.14450614403,19708.586674383318,22857.10528647455,16781.409095728104,19014.59627591643
2025-03-07,21636.735633095024,18828.555114786195,18389.517451404146,14652.866097649016,19004.774419320856,21862.040502285112,16242.355968898983,18307.74342361692
2025-03-14,22014.761324953506,19354.948735070724,18688.897287573003,14802.533027603826,19275.058334743615,22141.41835206664,16517.31278022075,18774.887323395084
2025-03-21,22498.23570400043,20240.89964663815,18996.128504769255,15073.726115362237,19648.849659908272,22838.212982909572,16801.376197809775,18884.312502151388
2025-03-28,22073.61620707901,19840.50201788056,18775.41819590403,15048.593827389283,19352.35893484354,22195.95074674351,16624.768135951937,17872.63148283389
2025-04-04,21400.149762700927,20011.006999690573,18223.05022597317,14539.95700527731,18745.1068034101,21325.33414333612,16164.001760015852,17469.023852792816
2025-04-11,21893.30095965245,20374.59501150692,18631.59105518093,14892.472458634711,19192.78195286111,21949.507702388088,16538.52327682117,17529.958981531774
2025-04-18,22458.36480145271,20847.522316962022,19069.97271126589,15132.195371627364,19683.24204562457,22611.443060721613,16926.266587096034,18205.307523089334
2025-04-25,22714.41690087504,21411.64624564992,19256.613232892276,15229.027267531372,19910.96530818545,22939.533939668094,17085.89115011796,18597.58926582083
2025-05-02,23030.04208208838,21804.757661774118,19492.16799625097,15283.6381177287,20163.04597001927,23232.24901211033,17250.272257188855,18817.045594374205
2025-05-09,23128.811087977567,22653.178138463383,19512.16179121479,15240.674328806814,20204.56394553564,23306.662202725667,17203.120381157918,19662.888416616315
2025-05-16,23139.163549148874,22597.699300774595,19536.445134861628,15235.741265219513,20255.04953468275,23385.349975197518,17221.7423648839,19417.46190060147
2025-05-23,23297.886852585467,22996.757008769822,19663.74440344417,15367.571152634999,20398.810440994534,23637.08015533018,17367.239623391455,19649.235518065143
2025-05-30,23355.556080470058,23603.555028527677,19617.366291165927,15280.78076094621,20379.0216786554,23550.923742858584,17291.110809922673,19749.136233626257
2025-06-06,23596.02483579865,24216.363729741337,19817.72264476216,15435.23462192791,20589.52017991794,23749.94783140316,17473.22896796672,20105.45751122757
2025-06-13,23451.362024855713,24624.58983256654,19638.977395074613,15318.3456967759,20451.72200520411,23669.19317048033,17371.79636730708,19895.327777774444
2025-06-20,23692.446408306896,25271.66109709873,19797.49109664814,15347.792853168876,20621.400187913387,23919.459856059813,17500.010701577066,20436.099220131862
2025-06-27,23991.924771548373,25100.216509047226,20086.09507098213,15569.653707764293,20879.905558991995,24070.638153898115,17717.993906019332,20885.989434256062
2025-07-04,23930.302993524292,24750.75462955814,20052.45830622766,15533.840376241707,20836.662872263885,23988.63266130483,17651.54021044755,20902.022933324537
2025-07-11,23831.226900394686,24394.276119748763,20017.602881846327,15629.133678492215,20770.08566439087,23822.58499680042,17655.253500442916,20976.165757401042
2025-07-18,24121.040733561582,24857.481131725795,20174.880630851465,15737.859047171654,21015.665480076717,24311.064239528587,17772.191813321788,21189.25526777438
2025-07-25,23478.3184176217,23917.223507487488,19660.077139059937,15304.686897168673,20474.355040044837,23632.81646146834,17324.26998154719,21111.10149252327
2025-08-01,24165.44680880478,24623.316052583923,20263.07402876041,15800.679164990526,21066.99318337557,24055.371102635156,17895.5884483746,21116.777833496988
2025-08-08,24822.34739533187,26302.09989063034,20735.058617604962,16199.69040351266,21629.732539400735,24838.596480322823,18328.215005961247,21540.951378656366
2025-08-15,25036.462006465255,26585.246323785123,20893.76440077278,16336.230719411062,21799.438748907054,25096.191260864653,18433.027395310208,21226.996545759062
2025-08-22,24652.77505288757,26424.8616266068,20520.976300537382,15929.1121231077,21421.987992242248,24523.443807535612,18045.397693621988,21673.545674655084
2025-08-29,24514.579963278135,26565.168964352615,20396.26111284697,15921.237624044286,21308.902740932223,24441.155116453487,17958.317366237756,21680.22784511144
2025-09-05,24642.616461641977,26318.516011504686,20490.499686480747,15963.729615299846,21451.738382659107,24652.728316391014,18066.593318611678,21964.455057869316
2025-09-12,24334.926996227707,26404.059350009975,20201.580822662938,15602.92586516998,21159.972098469076,24350.417386590558,17773.974322174592,22119.09309632045
2025-09-19,24088.512229223747,25678.390541057684,19991.37337686799,15408.88368669324,20952.61843249892,24187.520491682815,17539.955846136083,22039.418210089447
2025-09-26,24703.60477224286,26628.213278716576,20419.258417583496,15589.569945135772,21381.77514962133,24623.450788513976,17932.556921280488,22413.520821597915
2025-10-03,24515.290554362004,26636.001489626862,20232.695120848115,15323.456593064351,21118.71708030812,24134.36671582759,17755.496430665957,22478.497818401313
2025-10-10,24522.18793806127,26473.266029083585,20340.748084693376,15530.855847456363,21163.16239490958,23989.317194825457,17883.789613232984,22126.16275846274
2025-10-17,24696.26215749265,26676.71177877145,20523.1061008054,15707.442536786877,21359.34557952652,24184.158335319098,18065.7373715158,22498.593796794117
2025-10-24,23951.706851514242,25763.91776237504,19898.33090948639,15293.067830804108,20726.42517878473,23433.79801887111,17523.276375759095,22768.875431110377
2025-10-31,23519.314590406946,23731.998529789293,19738.35791102328,15219.016418440468,20538.59082850559,22983.079044510203,17459.418150493122,22450.031607367153
2025-11-07,23874.217690867223,24233.400879270415,20060.98913411929,15517.901571405737,20902.578213283745,23433.723838945192,17698.962038930487,22507.97192004408
2025-11-14,23422.93372199269,23175.849062191053,19736.743686625312,15310.151369202491,20568.18651554548,23057.405237661475,17455.47788116219,21854.5434533796
2025-11-21,23993.22545437255,23627.201784786277,20251.00853520464,15535.331661614307,21010.839688702654,23255.963726102476,17888.942198035475,22763.85040594918
2025-11-28,23910.926112194084,23725.971551457045,20128.908764723343,15468.613335115051,20922.39284383503,23308.798390895197,17781.215438454095,22921.598683517717
2025-12-05,24022.55616621566,24123.671564920325,20212.172746285287,15498.968676879174,21007.187218204785,23463.637464499734,17815.22407541476,23081.688400209765
2025-12-12,23937.988165194718,23870.991162291277,20189.16884950336,15468.782222531183,20956.07085948393,23234.916064806166,17775.46743069015,22656.337952110665
2025-12-19,24061.977344566607,24549.225853491556,20207.526974319644,15343.07217959163,21011.16975334028,23374.946116019055,17739.028809802836,23190.538524815136
2025-12-26,23932.915976715412,24400.541144886945,20075.97545611094,15266.688703346777,20880.272224646167,23252.835428051123,17633.719192966888,22906.358717955005
