,Equal Weight,Max Sharpe,Inverse Volatility,Minimum Variance,Risk Parity,Maximum Diversification,Hierarchical Risk Parity,SPY
2020-07-03,11063.842754331203,11223.270201021343,10475.179016527758,9253.907195185247,10436.264260660511,10619.868291808041,9850.095588125087,9776.83982804439
2020-07-10,11238.49368605208,11161.904833632118,10630.385745928312,9517.035943989305,10629.383534948358,10920.433751385135,10050.02255748874,9976.183689197049
2020-07-17,11390.190996850397,11366.429725333757,10771.322951532791,9707.930887487915,10789.304905329733,11151.440105802,10213.992555711124,10043.669076329066
2020-07-24,11479.524894704176,11552.296011760376,10884.192779221143,9805.10586631311,10888.58573745446,11224.915052013352,10345.308258950037,10074.767345251183
2020-07-31,12228.768001116465,12298.144932534511,11321.274198460247,9779.174203327719,11382.100118527658,12046.596025626473,10501.832454845455,10397.261423120935
2020-08-07,12183.924798005639,12102.372360899759,11311.405729947059,9868.47140905744,11374.619257965762,12057.210568490575,10542.523039822927,10475.005034300239
2020-08-14,12400.9503167973,12268.728115063399,11474.777232915632,9890.672633597664,11525.950443667598,12222.178481368932,10627.215306480275,10520.099379250694
2020-08-21,12481.523183377685,12654.44940846621,11614.365408857188,9996.33392472417,11642.25257430647,12256.98219039237,10773.555522200511,10832.643371408521
2020-08-28,12327.46792852055,12740.536788788353,11543.29423520614,10091.62258677761,11586.457709304605,12222.289891929997,10821.600738448886,10741.213883662225
2020-09-04,12232.307572983113,12398.89294060844,11377.008176509022,9964.162797678957,11456.995147502763,12240.18686918342,10642.67838155585,10383.57966880592
2020-09-11,12451.497253376796,12709.664939251596,11501.623793169094,10129.289375371176,11636.109809585683,12609.772637354026,10742.58139995566,10444.220056528453
2020-09-18,12094.446025640887,12409.58651985709,11205.673970678728,9820.441643461114,11310.742750233463,12127.229930996411,10448.613620313392,10100.73134933469
2020-09-25,12528.77597345779,12690.025795799229,11568.051250571827,10060.731058797675,11656.640143098031,12473.539720205425,10740.501051933295,10523.497145443573
2020-10-02,12532.104402317695,12828.553937114715,11618.598726791466,10214.311932346332,11719.198962269491,12539.437457447917,10862.108181795189,10733.941200610023
2020-10-09,12760.271900472195,13102.497991507105,11788.305530418997,10255.248954662478,11888.629641974754,12732.295370421414,10969.44883131026,10850.090802905457
2020-10-16,12825.678780278624,13040.20947160689,11802.30354530559,10293.93626792529,11921.602929203033,12851.306078122027,10979.083780585488,10759.854707106793
2020-10-23,12768.989992317385,12497.86962423322,11546.980855039901,9939.471773927886,11739.88169669072,12874.276736641885,10628.843413194954,10303.059720919427
2020-10-30,13323.839762068235,13239.55095234242,12094.639635609317,10360.187104588202,12260.925544727406,13359.817874910905,11141.707422675236,10935.646081583085
2020-11-06,13939.42169824251,12896.607709160384,12465.811177713535,10743.981282733857,12720.188046207024,14172.785261787643,11452.434706450049,11028.378200954434
2020-11-13,14210.617119379274,13152.412318905204,12718.494373516884,10934.567792858956,12966.042171801715,14439.534259130985,11688.671595659893,11171.069953173286
2020-11-20,14068.155635832505,13221.822900640354,12655.188250120787,11003.668255493216,12909.77289006809,14351.082792501167,11686.806095840257,11323.438691910522
2020-11-27,14662.570341598253,13373.949936353465,13001.836403441648,11042.248056091215,13291.76536417387,14951.404742325902,11856.685206521794,11449.266311287332
