Year,Equal Weight,Mean-Variance Optimization,Maximum Sharpe Ratio,Minimum Variance,Risk Parity,Kelly Criterion,Core-Satellite,Factor-Based,Black-Litterman,Behavioral Finance (Custom)
2022,-0.13865,-0.08997447253291598,-0.07353342265374019,-0.10188967132587745,-0.28126809937802133,-0.03677687823895486,-0.06414593124432448,-0.14612624505928856,-0.16314581223078076,-0.10969346805834353
2023,0.14484347826086955,0.14484347826086955,-0.011150321088986987,-0.030840899877911613,0.025838134866510813,0.039615697532058035,0.07730736242006725,0.09853105072463765,0.9434683379972176,0.128476370274495
2024,-0.015673913043478257,0.17258839264393105,0.13845162768672423,-0.04327239366170945,-0.07155002631081483,0.17161951082509988,0.04109097280013812,-0.0018426811594203056,-0.13636098544640457,0.023740373694402035
2025,0.0855913043478261,0.3005391113987855,0.27864239524602474,0.11106650412597356,-0.007830798563639222,0.3009362034594675,0.0834717987595778,0.14349083333333332,0.1910795788804824,0.08081188054858245
